There,are,two,end,users,namely,the,hotel,staff,(customer,service,representative),and,hotel,managers.,,,,,,,,,,,,,,,,,,,,,,,,,,
The,cities,a,transporter,will,visit,can,also,be,known,from,the,database,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,DT,NN,MD,VB,MD,RB,VB,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,transported,quantity,manufacturers,name,and, transportation,cost,is,reorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,VBN,NN,NNS,NN,CC,NN,NN,VBZ,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AM,AM,AM,AM,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost,of,transportation,depends,on,the,load,and,distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,IN,NN,VBZ,IN,DT,NN,CC,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,,,,,,AS,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For,a,transporter,the,cost,of,transportation,to,a,city,is,saved,as,a,constant,value,,,,,,,,,,,,,,,,,,,,,,,,,
IN,DT,NN,DT,NN,IN,NN,TO,DT,NN,VBZ,VBN,IN,DT,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,,AM,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,transporter,is,used,to,ferry,goods,from,many,sectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,TO,VB,NNS,IN,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When,a,product's,stock,depletes,the,agency,orders,the,products,from,manufacturers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRB,DT,NNS,NN,VBZ,DT,NN,NNS,DT,NNS,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,RS,,ES,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarce,products,and,their,required,quantity,are,stored,separately,for,easy,maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NNS,CC,PRP$,JJ,NN,VBP,VBN,RB,IN,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,product,quantity,is,updated,when,an,order,is,received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,VBZ,JJ,WRB,DT,NN,VBZ,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As,per,new,quantity,the,products,the,record,of,scarce,products,must,be,deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,IN,JJ,NN,DT,NNS,DT,NN,IN,JJ,NNS,MD,VB,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AS,,ES,,,,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Requirements,of,dealers,are,also,stored,in,the,database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,IN,NNS,VBP,RB,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dealer's,name,product,name,sector,and,requirement,is,maintained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,NN,NN,NN,CC,NN,VBZ,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,AM,AM,AM,ES,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wikipedia,is,an,online,encyclopedia,maintained,by,users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,DT,JJ,NN,VBN,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Any,user,can,add,or,modify,the,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,CC,VB,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,user,can,create,an,account,on,the,website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,VB,DT,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,is,assigned,a,user,id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,VBZ,VBN,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,account,contains,his,first,name,profession,and,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NN,VBZ,PRP$,JJ,NN,NN,CC,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,,AM,AM,AS,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It,stores,templates,for,web,pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRP,VBZ,NNS,IN,NN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Database,also,keeps,record,of,changes,made,by,a,user,to,a,page,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,RB,VBZ,NN,IN,NNS,VBN,IN,DT,NN,TO,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ES,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP,address,username,of,blocked,users,is,maintained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NN,IN,IN,VBN,NNS,VBZ,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,AM,AM,,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reason,for,blocking,a,user,is,added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,IN,VBG,IN,NN,vbz,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,page,has,an,id,a,namespace,title,hit,counter,and,length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,DT,JJ,NN,VBD,NN,CC,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,AS,,AS,AS,AM,AM,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hits,to,pages,are,periodically,updated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,TO,NNS,VBP,RB,JJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Id,of,pages,visited,and,hits,are,stored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,IN,NNS,VBD,CC,VBZ,VBP,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,,ES,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hits,to,a,page,are,incremented,every,time,the,page,is,visited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,TO,DT,NN,VBP,VBN,DT,NN,DT,NN,VBZ,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,,,exist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,archive,contains,all,deleted,media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,VBZ,DT,VBN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,archive,file,record,contains,id,archive,name,size,deletion,reason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,NN,VBZ,NN,NN,VB,NN,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,,,AS,AM,AM,AS,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,binary,timestamp,is,also,stored,for,an,archive,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,VBZ,RB,VBN,IN,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AM,AM,,,,,,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Description,of,uploaded,files,is,stored,as,an,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,IN,JJ,NNS,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image,has,integer,size,integer,width,and,integer,height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,NN,NN,NN,NN,CC,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,AM,AM,AM,AM,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Images,also,have,a,timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,RB,VBP,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,groups,associated,with,users,are,identified,by,an,integer,id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NNS,VBN,IN,NNS,VBP,VBN,IN,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,RS,,ES,,,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old,image,contains,description,of,revisions,of,files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,VBZ,NN,IN,NNS,IN,NNS,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An,old,image,has,attributes,archive,name,size,timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,VBZ,VBZ,NN,NN,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,,,AM,AM,AS,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every,old,image,is,associated,with,a,user,and,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,VBZ,VBN,IN,DT,NN,CC,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,,RS,,,ES,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Page,text,and,associated,information,is,stored,in,the,database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NN,CC,VBN,NN,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Information,on,pages,is,revised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,IN,NNS,VBZ,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ES,,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,revisions,done,to,a,page,are,tracked,by,the,website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,VBN,TO,DT,NN,VBP,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every,revision,associated,with,a,page,has,a,revision,number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBN,IN,DT,NN,VBZ,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,RS,,,ES,,,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,making,a,revision,is,also,identified,to,track,source,of,any,malpractice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,VBG,DT,NN,VBZ,RB,VBN,TO,VB,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,old,text,of,a,page,is,saved,after,a,revision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,IN,DT,NN,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,,,ES,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old,text,for,a,revision,is,identified,by,id,and,the,text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,IN,DT,NN,VBZ,VBN,IN,NN,CC,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,,ES,,,,AS,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Previous,texts,of,pages,are,stored,as,archives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NNS,IN,NNS,VBP,VBN,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,ES,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recent,changes,are,maintained,separately,for,each,page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NNS,VBP,VBN,RB,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,RS,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archive,information,includes,archive,id,page,id,text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NN,VBZ,JJ,NN,NN,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,AM,AM,AM,AM,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archives,include,description,of,all,revisions,for,a,page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNPS,VBP,NN,IN,DT,NNS,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pages,are,protected,using,several,levels,of,restrictions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBP,VBN,VBG,JJ,NNS,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,RS,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restrictions,on,a,page,are,described,by,a,type,level,id,and,expiry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,IN,DT,NN,VBP,VBN,IN,DT,NN,NN,NN,CC,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,RS,,ES,,,,,AS,AS,AS,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pages,have,templates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBP,VBZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,RS,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internal,links,for,a,page,contain,title,namespace,and,id,for,source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNS,IN,DT,NN,VBP,NN,NN,CC,NN,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,,ES,,AS,AS,,AM,AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wikipedia,provides,information,in,various,languages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,NN,IN,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inter,language,links,are,stored,for,tracking,pages,in,different,languages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NN,NNS,VBP,VBN,IN,VBG,NNS,IN,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,EM,,,,RS,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An,inter,language,link,is,identified,by,an,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,NN,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,EM,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wikipedia,pages,are,grouped,into,categories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNS,VBP,VBN,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pages,may,not,exist,for,a,category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,MD,RB,VB,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every,category,has,a,category,link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,page,is,associated,with,a,category,and,a,category,link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,IN,DT,NN,CC,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,RS,,,ES,,,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,inter,wiki,links,and,external,links,are,also,stored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDT,NN,NN,NNS,CC,JJ,NNS,VBP,RB,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EM,EM,EM,,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
External,links,and,internal,links,are,associated,with,pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNS,CC,JJ,NNS,VBP,VBN,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,EM,EM,,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,id,of,blocking,admin,is,also,added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NN,IN,VBG,NN,VBZ,RB,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An,establishment,has,15,cameras,installed,in,its,premises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,CD,NNS,VBN,IN,PRP$,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The ,happenings,in ,different,areas,can ,be,viewed,in,the,monitor ,room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,IN,JJ,NNS,MD,VB,VBN,IN,DT,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,entire,area,is,divided ,into,sectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,VBZ,VBN,IN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,sector ,is,identified,by,a,number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector,attributes,also,include,its,area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NNS,RB,VBP,PRP$,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,,,,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,are,one,or,more,cameras,installed,in ,each,sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX,VBP,IN,CD,CC,JJR,NNS,VBN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ES,RS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,monitoring ,system,identifies,each,camera,uniquely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,VBZ,DT,NN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each,camera,has,an ,identifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The ,database,records,contain,location,of,each,camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NNS,VBP,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,number,of,cameras,in,each,sector,are,saved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,NNS,IN,DT,NN,VBP,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AM,AM,AM,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,location ,of,a,camera,may,be,changed,in,due,course,of,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,DT,NN,MD,VB,VBN,IN,JJ,NN,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AS,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,area,covered,by,a,camera,is,stored,as,one,of,its,characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBN,IN,DT,NN,VBZ,VBN,IN,CD,IN,PRP$,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AM,AM,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This,database,has,the,following,purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBZ,DT,VBG,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To,capture,information,about,all,supervision,visits,and,data,audits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,VB,NN,IN,DT,NN,NNS,CC,NNS,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,EM,EM,,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The,organizations,receive,funds,from,MAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNS,VBP,NNS,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To,capture,names,and,contact,information,of ,all,organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,VB,NN,CC,NN,NN,IN,DT,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AS,,AS,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ongoing,data,is,captured,as,more,protocols,are,signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NNS,VBZ,VBN,IN,JJR,NNS,VBP,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitoring,agents,do,audits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NNS,VBP,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,RS,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To,capture,names,and,contact,information ,of,all,monitoring,agents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,VB,NNS,CC,NN,NN,IN,DT,VBG,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AS,,AS,,,,EM,EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Database,captures,Plans,of,Action,of,all,implementers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,VBZ,NNS,IN,NNP,IN,DT,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EM,EM,EM,RS,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plans,of ,Action,include,activity,numbers,activity,names,quarterly,targets,and,comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNs,IN,NNP,VBP,NN,NNS,NN,NNS,JJ,NNS,CC,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,EM,,AM,AM,AM,AS,AM,AM,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To,analyze,data,in,the,database,in,the,required,reporting,formats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,VB,NNS,IN,DT,NN,IN,DT,VBN,NN,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trimester,reports,from,each,implementer,are,analyzed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NNS,IN,DT,NN,VBP,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM,EM,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This,data,set,contains,values,of,indicators,realized,financial,expenditure,and,comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,VBZ,NNS,IN,NNS,VBD,JJ,NN,CC,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,AM,AM,AM,AM,,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applications,display,an,upgrade,status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
